order_id,product_id,qty,unit_price,discount,line_total
O002098,P0196,1,22.19,0.016,21.83
O002098,P0201,3,11.04,0.072,30.74
O002098,P0106,3,13.44,0.078,37.18
O002099,P0096,1,17.99,0.01,17.81
O002100,P0222,2,24.29,0.0,48.58
O002100,P0196,1,22.19,0.021,21.72
O002100,P0209,1,20.9,0.0,20.9
O002100,P0211,3,28.4,0.092,77.36
O002101,P0247,3,8.53,0.008,25.39
O002101,P0119,1,25.38,0.016,24.97
O002102,P0164,1,12.63,0.043,12.09
O002103,P0095,2,42.2,0.069,78.58
O002104,P0200,2,57.83,0.076,106.87
O002104,P0197,1,14.06,0.035,13.57
O002104,P0032,1,16.41,0.04,15.75
O002105,P0159,2,29.78,0.14,51.22
O002106,P0109,2,42.04,0.199,67.35
O002106,P0014,1,32.17,0.058,30.3
O002106,P0233,1,12.84,0.101,11.54
O002106,P0043,1,29.86,0.0,29.86
O002107,P0239,1,32.78,0.063,30.71
O002107,P0053,2,30.89,0.091,56.16
O002107,P0092,1,16.68,0.091,15.16
O002107,P0201,1,11.04,0.077,10.19
O002108,P0068,1,51.86,0.06,48.75
O002108,P0212,3,16.93,0.044,48.56
O002108,P0084,1,29.35,0.012,29.0
O002108,P0211,1,28.4,0.054,26.87
O002108,P0232,1,21.79,0.047,20.77
O002109,P0240,1,36.97,0.034,35.71
O002109,P0129,1,20.54,0.035,19.82
O002109,P0119,1,25.38,0.118,22.39
O002110,P0130,3,10.78,0.055,30.56
O002110,P0012,2,30.42,0.099,54.82
O002110,P0093,1,27.83,0.0,27.83
O002110,P0137,1,12.73,0.132,11.05
O002111,P0229,1,33.02,0.042,31.63
O002111,P0109,1,42.04,0.057,39.64
O002111,P0049,1,40.06,0.0,40.06
O002111,P0054,1,27.09,0.063,25.38
O002112,P0248,1,21.2,0.006,21.07
O002113,P0204,1,21.03,0.058,19.81
O002113,P0004,1,15.82,0.018,15.54
O002114,P0037,2,13.48,0.0,26.96
O002115,P0168,2,10.35,0.156,17.47
O002115,P0140,1,8.3,0.02,8.13
O002115,P0047,1,13.21,0.043,12.64
O002115,P0211,2,28.4,0.046,54.19
O002115,P0185,1,28.71,0.156,24.23
O002116,P0124,3,19.25,0.116,51.05
O002116,P0218,1,21.05,0.011,20.82
O002116,P0167,1,15.23,0.052,14.44
O002116,P0234,1,31.58,0.05,30.0
O002117,P0070,1,14.55,0.059,13.69
O002117,P0041,1,14.57,0.228,11.25
O002118,P0097,1,39.94,0.001,39.9
O002118,P0051,1,16.41,0.0,16.41
O002119,P0213,2,24.99,0.111,44.43
O002119,P0086,1,16.22,0.073,15.04
O002119,P0136,1,46.55,0.0,46.55
O002120,P0196,1,22.19,0.057,20.93
O002120,P0060,1,21.7,0.072,20.14
O002120,P0148,1,42.47,0.009,42.09
O002121,P0076,1,54.11,0.055,51.13
O002122,P0086,2,16.22,0.005,32.28
O002122,P0116,1,52.74,0.059,49.63
O002123,P0095,2,42.2,0.064,79.0
O002123,P0142,2,10.1,0.009,20.02
O002123,P0046,2,16.31,0.085,29.85
O002124,P0142,2,10.1,0.045,19.29
O002125,P0050,3,10.02,0.0,30.06
O002126,P0075,2,7.7,0.044,14.72
O002127,P0230,1,13.77,0.113,12.21
O002128,P0066,1,22.34,0.082,20.51
O002129,P0141,1,10.62,0.129,9.25
O002129,P0038,1,12.06,0.097,10.89
O002130,P0208,1,36.37,0.109,32.41
O002130,P0185,2,28.71,0.082,52.71
O002131,P0137,1,12.73,0.015,12.54
O002131,P0030,1,18.15,0.0,18.15
O002131,P0234,2,31.58,0.028,61.39
O002132,P0239,2,32.78,0.026,63.86
O002133,P0015,2,11.82,0.154,20.0
O002133,P0002,2,8.74,0.029,16.97
O002133,P0066,1,22.34,0.09,20.33
O002133,P0013,1,16.2,0.043,15.5
O002133,P0158,1,21.35,0.0,21.35
O002134,P0159,2,29.78,0.0,59.56
O002134,P0230,1,13.77,0.02,13.49
O002134,P0109,2,42.04,0.053,79.62
O002135,P0067,1,18.68,0.098,16.85
O002136,P0239,2,32.78,0.119,57.76
O002136,P0218,2,21.05,0.167,35.07
O002136,P0236,1,7.63,0.103,6.84
O002137,P0048,2,18.58,0.053,35.19
O002137,P0035,1,6.52,0.126,5.7
O002137,P0038,1,12.06,0.167,10.05
O002138,P0248,1,21.2,0.059,19.95
O002138,P0120,1,30.76,0.175,25.38
O002138,P0138,1,38.15,0.052,36.17
O002138,P0063,1,13.43,0.047,12.8
O002139,P0123,2,8.84,0.105,15.82
O002140,P0136,1,46.55,0.035,44.92
O002140,P0104,2,13.9,0.04,26.69
O002140,P0224,2,16.4,0.075,30.34
O002141,P0041,1,14.57,0.156,12.3
O002141,P0047,1,13.21,0.126,11.55
O002141,P0249,1,38.52,0.121,33.86
O002141,P0179,1,9.44,0.056,8.91
O002141,P0233,2,12.84,0.02,25.17
O002142,P0101,1,32.68,0.041,31.34
O002143,P0190,1,61.29,0.114,54.3
O002143,P0247,1,8.53,0.15,7.25
O002144,P0197,1,14.06,0.07,13.08
O002144,P0206,1,14.28,0.039,13.72
O002145,P0177,1,17.81,0.094,16.14
O002145,P0101,2,32.68,0.002,65.23
O002146,P0088,2,24.23,0.039,46.57
O002147,P0167,1,15.23,0.0,15.23
O002147,P0143,1,14.35,0.021,14.05
O002148,P0137,1,12.73,0.035,12.28
O002148,P0036,1,19.88,0.064,18.61
O002149,P0130,1,10.78,0.063,10.1
O002150,P0159,2,29.78,0.047,56.76
O002150,P0003,2,22.9,0.129,39.89
O002151,P0116,1,52.74,0.0,52.74
O002151,P0020,1,20.46,0.081,18.8
O002152,P0018,1,13.79,0.096,12.47
O002152,P0133,1,16.08,0.059,15.13
O002153,P0224,2,16.4,0.0,32.8
O002153,P0103,1,30.37,0.035,29.31
O002153,P0249,3,38.52,0.051,109.67
O002153,P0217,1,34.73,0.036,33.48
O002153,P0199,1,14.86,0.095,13.45
O002154,P0030,1,18.15,0.043,17.37
O002155,P0050,2,10.02,0.0,20.04
O002155,P0150,2,45.15,0.162,75.67
O002155,P0103,3,30.37,0.059,85.73
O002156,P0205,1,25.71,0.084,23.55
O002156,P0156,3,35.45,0.054,100.61
O002157,P0044,1,10.28,0.067,9.59
O002157,P0041,2,14.57,0.092,26.46
O002157,P0152,2,17.8,0.0,35.6
O002158,P0167,1,15.23,0.147,12.99
O002158,P0190,1,61.29,0.146,52.34
O002158,P0017,1,20.7,0.0,20.7
O002158,P0036,1,19.88,0.0,19.88
O002159,P0138,2,38.15,0.084,69.89
O002159,P0081,2,26.4,0.0,52.8
O002159,P0227,2,19.59,0.073,36.32
O002160,P0189,1,54.71,0.097,49.4
O002160,P0015,1,11.82,0.081,10.86
O002161,P0182,1,17.47,0.009,17.31
O002161,P0034,1,9.1,0.043,8.71
O002161,P0123,1,8.84,0.124,7.74
O002162,P0093,2,27.83,0.1,50.09
O002163,P0226,1,32.56,0.0,32.56
O002163,P0200,2,57.83,0.048,110.11
O002163,P0039,3,15.31,0.074,42.53
O002164,P0070,1,14.55,0.091,13.23
O002164,P0151,1,46.87,0.055,44.29
O002164,P0111,2,11.07,0.141,19.02
O002164,P0022,1,28.89,0.068,26.93
O002164,P0199,1,14.86,0.094,13.46
O002165,P0146,3,33.84,0.099,91.47
O002165,P0211,1,28.4,0.016,27.95
O002165,P0073,1,36.91,0.045,35.25
O002166,P0128,3,33.33,0.081,91.89
O002166,P0205,1,25.71,0.028,24.99
O002167,P0154,1,20.67,0.1,18.6
O002167,P0045,1,7.71,0.081,7.09
O002168,P0222,1,24.29,0.03,23.56
O002169,P0047,1,13.21,0.039,12.69
O002169,P0121,3,15.63,0.084,42.95
O002169,P0070,1,14.55,0.109,12.96
O002169,P0011,1,18.05,0.05,17.15
O002170,P0166,1,23.97,0.08,22.05
O002170,P0084,1,29.35,0.161,24.62
O002170,P0025,1,29.52,0.0,29.52
O002170,P0125,1,10.12,0.077,9.34
O002171,P0122,3,15.12,0.013,44.77
O002172,P0071,1,40.14,0.02,39.34
O002172,P0139,1,5.51,0.054,5.21
O002172,P0136,1,46.55,0.145,39.8
O002172,P0023,2,20.16,0.037,38.83
O002173,P0084,3,29.35,0.089,80.21
O002174,P0193,2,5.88,0.012,11.62
O002174,P0067,1,18.68,0.001,18.66
O002174,P0203,1,21.96,0.14,18.89
O002174,P0247,1,8.53,0.131,7.41
O002175,P0088,1,24.23,0.0,24.23
O002176,P0146,1,33.84,0.081,31.1
O002176,P0248,3,21.2,0.023,62.14
O002176,P0137,1,12.73,0.079,11.72
O002177,P0228,1,32.56,0.124,28.52
O002177,P0205,1,25.71,0.0,25.71
O002177,P0182,3,17.47,0.042,50.21
O002178,P0147,1,28.24,0.008,28.01
O002178,P0204,1,21.03,0.007,20.88
O002179,P0061,2,30.68,0.042,58.78
O002180,P0137,1,12.73,0.042,12.2
O002180,P0038,1,12.06,0.129,10.5
O002181,P0010,2,31.42,0.0,62.84
O002181,P0103,1,30.37,0.09,27.64
O002182,P0108,2,16.28,0.102,29.24
O002182,P0068,2,51.86,0.133,89.93
O002183,P0209,2,20.9,0.167,34.82
O002183,P0015,1,11.82,0.069,11.0
O002184,P0043,1,29.86,0.082,27.41
O002184,P0187,1,14.49,0.123,12.71
O002184,P0170,1,14.16,0.117,12.5
O002184,P0158,1,21.35,0.0,21.35
O002185,P0061,1,30.68,0.089,27.95
O002185,P0006,1,18.72,0.021,18.33
O002186,P0170,3,14.16,0.1,38.23
O002187,P0194,3,22.82,0.103,61.41
O002187,P0004,1,15.82,0.139,13.62
O002187,P0032,2,16.41,0.155,27.73
O002187,P0220,1,45.59,0.143,39.07
O002187,P0042,2,25.76,0.004,51.31
O002188,P0065,2,25.32,0.022,49.53
O002188,P0029,1,6.97,0.052,6.61
O002188,P0044,2,10.28,0.115,18.2
O002189,P0202,1,13.16,0.144,11.26
O002189,P0162,1,18.58,0.063,17.41
O002190,P0135,1,40.49,0.067,37.78
O002190,P0147,3,28.24,0.009,83.96
O002190,P0042,1,25.76,0.038,24.78
O002190,P0082,3,30.8,0.082,84.82
O002190,P0032,1,16.41,0.018,16.11
O002191,P0219,1,24.44,0.104,21.9
O002192,P0240,1,36.97,0.082,33.94
O002192,P0124,3,19.25,0.063,54.11
O002193,P0126,1,9.3,0.067,8.68
O002194,P0102,3,37.5,0.093,102.04
O002194,P0167,1,15.23,0.109,13.57
O002194,P0152,2,17.8,0.088,32.47
O002195,P0202,1,13.16,0.038,12.66
O002196,P0053,2,30.89,0.055,58.38
O002197,P0056,3,46.31,0.068,129.48
O002198,P0031,2,63.52,0.138,109.51
O002199,P0198,2,11.45,0.034,22.12
O002199,P0105,1,25.4,0.143,21.77
O002200,P0017,3,20.7,0.108,55.39
O002200,P0154,1,20.67,0.082,18.98
O002201,P0081,1,26.4,0.034,25.5
O002202,P0060,1,21.7,0.118,19.14
O002202,P0229,3,33.02,0.059,93.22
O002202,P0204,1,21.03,0.087,19.2
O002203,P0178,1,43.27,0.058,40.76
O002203,P0125,2,10.12,0.022,19.79
O002204,P0155,1,41.13,0.026,40.06
O002204,P0049,3,40.06,0.003,119.82
O002204,P0168,1,10.35,0.062,9.71
O002205,P0171,2,40.22,0.107,71.83
O002205,P0147,3,28.24,0.011,83.79
O002205,P0161,1,32.93,0.053,31.18
O002206,P0174,1,25.93,0.041,24.87
O002206,P0168,3,10.35,0.107,27.73
O002207,P0054,2,27.09,0.03,52.55
O002208,P0248,2,21.2,0.025,41.34
O002208,P0189,1,54.71,0.148,46.61
O002208,P0003,1,22.9,0.067,21.37
O002208,P0056,1,46.31,0.03,44.92
O002208,P0128,1,33.33,0.099,30.03
O002209,P0102,1,37.5,0.168,31.2
O002210,P0225,1,15.74,0.078,14.51
O002210,P0078,1,21.0,0.0,21.0
O002210,P0145,3,18.18,0.007,54.16
O002210,P0178,3,43.27,0.063,121.63
O002211,P0078,1,21.0,0.124,18.4
O002212,P0206,2,14.28,0.075,26.42
O002212,P0211,1,28.4,0.065,26.55
O002213,P0198,2,11.45,0.043,21.92
O002213,P0175,1,18.4,0.057,17.35
O002214,P0223,3,13.67,0.038,39.45
O002214,P0098,1,13.94,0.093,12.64
O002215,P0029,1,6.97,0.049,6.63
O002215,P0230,1,13.77,0.087,12.57
O002215,P0028,1,25.75,0.006,25.6
O002216,P0079,2,47.31,0.072,87.81
O002217,P0185,1,28.71,0.078,26.47
O002217,P0243,2,7.72,0.126,13.49
O002217,P0059,1,10.19,0.063,9.55
O002218,P0157,1,24.44,0.0,24.44
O002218,P0194,1,22.82,0.121,20.06
O002219,P0241,1,38.79,0.013,38.29
O002219,P0135,1,40.49,0.009,40.13
O002220,P0165,1,22.99,0.053,21.77
O002220,P0143,3,14.35,0.109,38.36
O002220,P0011,1,18.05,0.043,17.27
O002220,P0243,1,7.72,0.103,6.92
O002221,P0225,1,15.74,0.12,13.85
O002221,P0184,1,24.09,0.0,24.09
O002221,P0060,2,21.7,0.095,39.28
O002221,P0036,1,19.88,0.0,19.88
O002221,P0103,1,30.37,0.111,27.0
O002222,P0244,1,11.55,0.0,11.55
O002223,P0036,1,19.88,0.139,17.12
O002224,P0117,1,22.92,0.052,21.73
O002225,P0103,2,30.37,0.0,60.74
O002226,P0004,1,15.82,0.0,15.82
O002226,P0186,1,39.93,0.127,34.86
O002226,P0015,1,11.82,0.0,11.82
O002226,P0098,1,13.94,0.0,13.94
O002227,P0250,1,7.24,0.02,7.1
O002227,P0233,2,12.84,0.059,24.16
O002227,P0131,1,17.6,0.137,15.19
O002227,P0212,1,16.93,0.116,14.97
O002228,P0125,2,10.12,0.086,18.5
O002228,P0207,1,20.77,0.151,17.63
O002228,P0127,1,11.66,0.077,10.76
O002229,P0221,1,37.61,0.071,34.94
O002230,P0087,1,19.45,0.05,18.48
O002230,P0099,1,27.29,0.058,25.71
O002231,P0193,1,5.88,0.094,5.33
O002231,P0211,1,28.4,0.049,27.01
O002231,P0095,2,42.2,0.094,76.47
O002232,P0125,2,10.12,0.058,19.07
O002232,P0201,1,11.04,0.043,10.57
O002233,P0207,1,20.77,0.056,19.61
O002233,P0250,2,7.24,0.0,14.48
O002234,P0146,1,33.84,0.0,33.84
O002234,P0034,2,9.1,0.015,17.93
O002235,P0170,1,14.16,0.114,12.55
O002235,P0122,1,15.12,0.032,14.64
O002235,P0136,2,46.55,0.127,81.28
O002236,P0053,3,30.89,0.027,90.17
O002237,P0143,1,14.35,0.056,13.55
O002238,P0219,1,24.44,0.01,24.2
O002238,P0014,2,32.17,0.012,63.57
O002239,P0155,3,41.13,0.141,105.99
O002239,P0170,2,14.16,0.112,25.15
O002239,P0060,1,21.7,0.045,20.72
O002240,P0035,2,6.52,0.069,12.14
O002240,P0042,2,25.76,0.0,51.52
O002240,P0133,2,16.08,0.075,29.75
O002240,P0054,1,27.09,0.095,24.52
O002241,P0071,1,40.14,0.129,34.96
O002242,P0117,2,22.92,0.003,45.7
O002243,P0094,2,43.5,0.095,78.73
O002243,P0119,1,25.38,0.069,23.63
O002243,P0244,1,11.55,0.08,10.63
O002243,P0026,3,14.88,0.023,43.61
O002243,P0099,3,27.29,0.005,81.46
O002244,P0228,1,32.56,0.215,25.56
O002244,P0053,1,30.89,0.0,30.89
O002245,P0132,1,35.23,0.089,32.09
O002246,P0057,1,18.31,0.083,16.79
O002247,P0229,2,33.02,0.06,62.08
O002247,P0244,1,11.55,0.002,11.53
O002248,P0087,3,19.45,0.002,58.23
O002248,P0032,3,16.41,0.045,47.01
O002248,P0009,1,30.51,0.028,29.66
O002248,P0128,1,33.33,0.0,33.33
O002249,P0053,2,30.89,0.002,61.66
O002249,P0138,1,38.15,0.103,34.22
O002250,P0026,1,14.88,0.026,14.49
O002250,P0221,1,37.61,0.03,36.48
O002250,P0154,1,20.67,0.061,19.41
O002250,P0062,1,41.55,0.045,39.68
O002250,P0053,1,30.89,0.034,29.84
O002251,P0146,1,33.84,0.0,33.84
O002251,P0003,1,22.9,0.038,22.03
O002251,P0013,1,16.2,0.077,14.95
O002252,P0073,1,36.91,0.0,36.91
O002252,P0034,1,9.1,0.094,8.24
O002252,P0096,1,17.99,0.182,14.72
O002252,P0224,1,16.4,0.0,16.4
O002253,P0098,1,13.94,0.035,13.45
O002253,P0175,2,18.4,0.096,33.27
O002254,P0129,2,20.54,0.09,37.38
O002254,P0110,1,41.14,0.061,38.63
O002254,P0077,2,14.24,0.004,28.37
O002254,P0023,1,20.16,0.041,19.33
O002254,P0103,2,30.37,0.101,54.61
O002255,P0225,1,15.74,0.087,14.37
O002256,P0012,1,30.42,0.008,30.18
O002256,P0180,1,13.77,0.055,13.01
O002257,P0111,2,11.07,0.078,20.41
O002257,P0012,1,30.42,0.122,26.71
O002257,P0187,2,14.49,0.141,24.89
O002258,P0087,2,19.45,0.053,36.84
O002258,P0017,2,20.7,0.076,38.25
O002258,P0051,3,16.41,0.056,46.47
O002258,P0200,1,57.83,0.013,57.08
O002259,P0188,2,31.01,0.112,55.07
O002259,P0091,1,35.02,0.119,30.85
O002260,P0220,1,45.59,0.09,41.49
O002260,P0191,1,20.43,0.042,19.57
O002261,P0239,2,32.78,0.099,59.07
O002261,P0200,1,57.83,0.0,57.83
O002261,P0201,2,11.04,0.048,21.02
O002261,P0119,2,25.38,0.047,48.37
O002262,P0074,1,25.79,0.211,20.35
O002262,P0111,1,11.07,0.097,10.0
O002263,P0163,2,12.21,0.139,21.03
O002263,P0210,2,11.81,0.063,22.13
O002263,P0195,1,30.52,0.097,27.56
O002263,P0066,1,22.34,0.0,22.34
O002263,P0076,2,54.11,0.047,103.13
O002264,P0245,3,33.56,0.104,90.21
O002265,P0212,3,16.93,0.0,50.79
O002265,P0103,1,30.37,0.042,29.09
O002266,P0118,2,73.69,0.06,138.54
O002266,P0163,1,12.21,0.0,12.21
O002267,P0201,1,11.04,0.118,9.74
O002267,P0210,2,11.81,0.123,20.71
O002268,P0225,1,15.74,0.0,15.74
O002269,P0059,2,10.19,0.006,20.26
O002270,P0127,1,11.66,0.072,10.82
O002270,P0238,1,16.15,0.092,14.66
O002270,P0099,1,27.29,0.073,25.3
O002271,P0046,1,16.31,0.038,15.69
O002271,P0147,3,28.24,0.064,79.3
O002271,P0219,2,24.44,0.065,45.7
O002272,P0135,1,40.49,0.069,37.7
O002272,P0238,1,16.15,0.068,15.05
O002273,P0016,2,13.45,0.083,24.67
O002274,P0200,1,57.83,0.082,53.09
O002275,P0070,1,14.55,0.129,12.67
O002275,P0128,1,33.33,0.083,30.56
O002275,P0176,3,23.22,0.073,64.57
O002276,P0130,1,10.78,0.1,9.7
O002276,P0215,1,29.77,0.029,28.91
O002276,P0028,1,25.75,0.146,21.99
O002276,P0225,1,15.74,0.053,14.91
O002277,P0012,2,30.42,0.018,59.74
O002277,P0080,1,30.47,0.0,30.47
O002278,P0206,3,14.28,0.029,41.6
O002278,P0057,1,18.31,0.06,17.21
O002278,P0050,1,10.02,0.136,8.66
O002279,P0014,3,32.17,0.08,88.79
O002279,P0047,1,13.21,0.09,12.02
O002280,P0116,1,52.74,0.053,49.94
O002280,P0093,2,27.83,0.036,53.66
O002280,P0082,2,30.8,0.161,51.68
O002281,P0005,1,17.73,0.117,15.66
O002281,P0078,1,21.0,0.008,20.83
O002282,P0050,1,10.02,0.102,9.0
O002283,P0083,1,37.31,0.106,33.36
O002283,P0248,1,21.2,0.028,20.61
O002284,P0047,1,13.21,0.104,11.84
O002284,P0066,1,22.34,0.0,22.34
O002285,P0206,1,14.28,0.122,12.54
O002286,P0078,1,21.0,0.1,18.9
O002286,P0016,2,13.45,0.047,25.64
O002287,P0033,2,22.44,0.0,44.88
O002287,P0228,2,32.56,0.077,60.11
O002287,P0231,1,31.05,0.128,27.08
O002287,P0165,1,22.99,0.043,22.0
O002288,P0005,1,17.73,0.0,17.73
O002288,P0136,2,46.55,0.052,88.26
O002288,P0246,1,16.84,0.142,14.45
O002288,P0034,2,9.1,0.027,17.71
O002289,P0157,1,24.44,0.056,23.07
O002290,P0151,1,46.87,0.045,44.76
O002291,P0230,1,13.77,0.17,11.43
O002291,P0043,2,29.86,0.087,54.52
O002291,P0123,1,8.84,0.073,8.19
O002292,P0241,1,38.79,0.039,37.28
O002292,P0140,1,8.3,0.0,8.3
O002293,P0176,3,23.22,0.066,65.06
O002293,P0195,1,30.52,0.043,29.21
O002294,P0191,1,20.43,0.194,16.47
O002294,P0083,1,37.31,0.076,34.47
O002295,P0055,3,8.85,0.0,26.55
O002296,P0249,1,38.52,0.0,38.52
O002296,P0055,2,8.85,0.0,17.7
O002297,P0014,1,32.17,0.094,29.15
O002297,P0006,1,18.72,0.012,18.5
O002298,P0083,1,37.31,0.062,35.0
O002298,P0047,1,13.21,0.111,11.74
O002299,P0100,3,14.22,0.07,39.67
O002299,P0069,1,12.19,0.022,11.92
O002300,P0042,1,25.76,0.07,23.96
O002301,P0080,2,30.47,0.065,56.98
O002301,P0243,2,7.72,0.024,15.07
O002301,P0068,1,51.86,0.1,46.67
O002302,P0104,3,13.9,0.096,37.7
O002302,P0230,2,13.77,0.041,26.41
O002303,P0030,2,18.15,0.0,36.3
O002303,P0213,1,24.99,0.038,24.04
O002304,P0012,1,30.42,0.101,27.35
O002304,P0081,1,26.4,0.044,25.24
O002305,P0036,2,19.88,0.0,39.76
O002305,P0140,2,8.3,0.0,16.6
O002306,P0068,2,51.86,0.036,99.99
O002307,P0113,1,21.64,0.055,20.45
O002307,P0106,1,13.44,0.019,13.18
O002307,P0035,1,6.52,0.004,6.49
O002307,P0236,1,7.63,0.047,7.27
O002308,P0235,2,15.15,0.136,26.18
O002309,P0228,3,32.56,0.076,90.26
O002309,P0019,1,34.77,0.093,31.54
O002310,P0039,1,15.31,0.068,14.27
O002311,P0172,1,34.03,0.035,32.84
O002312,P0178,1,43.27,0.103,38.81
O002312,P0224,3,16.4,0.052,46.64
O002312,P0246,2,16.84,0.043,32.23
O002313,P0201,2,11.04,0.0,22.08
O002313,P0208,1,36.37,0.022,35.57
O002314,P0159,2,29.78,0.0,59.56
O002314,P0065,2,25.32,0.149,43.09
O002314,P0228,1,32.56,0.062,30.54
O002314,P0003,1,22.9,0.04,21.98
O002315,P0247,2,8.53,0.118,15.05
O002316,P0073,1,36.91,0.032,35.73
O002316,P0008,1,22.84,0.0,22.84
O002317,P0228,1,32.56,0.042,31.19
O002317,P0198,1,11.45,0.089,10.43
O002317,P0137,1,12.73,0.071,11.83
O002318,P0081,2,26.4,0.011,52.22
O002318,P0016,1,13.45,0.097,12.15
O002319,P0031,1,63.52,0.147,54.18
O002319,P0060,1,21.7,0.04,20.83
O002320,P0039,2,15.31,0.174,25.29
O002321,P0055,2,8.85,0.04,16.99
O002322,P0228,1,32.56,0.0,32.56
O002322,P0247,2,8.53,0.089,15.54
O002323,P0159,2,29.78,0.003,59.38
O002323,P0083,1,37.31,0.017,36.68
O002323,P0170,1,14.16,0.056,13.37
O002324,P0067,2,18.68,0.055,35.31
O002325,P0078,1,21.0,0.003,20.94
O002326,P0198,1,11.45,0.0,11.45
O002327,P0173,2,42.99,0.138,74.11
O002327,P0069,1,12.19,0.0,12.19
O002328,P0088,2,24.23,0.032,46.91
O002328,P0203,1,21.96,0.12,19.32
O002328,P0234,1,31.58,0.109,28.14
O002328,P0092,1,16.68,0.021,16.33
O002329,P0198,1,11.45,0.07,10.65
O002329,P0129,3,20.54,0.081,56.63
O002329,P0086,2,16.22,0.114,28.74
O002330,P0130,1,10.78,0.128,9.4
O002330,P0078,2,21.0,0.048,39.98
O002331,P0097,1,39.94,0.061,37.5
O002331,P0227,1,19.59,0.0,19.59
O002331,P0117,1,22.92,0.124,20.08
O002331,P0216,1,31.94,0.064,29.9
O002332,P0063,2,13.43,0.079,24.74
O002333,P0160,2,18.56,0.0,37.12
O002333,P0028,1,25.75,0.068,24.0
O002333,P0188,3,31.01,0.007,92.38
O002333,P0068,1,51.86,0.009,51.39
O002334,P0194,3,22.82,0.117,60.45
O002335,P0230,1,13.77,0.072,12.78
O002335,P0078,1,21.0,0.151,17.83
O002336,P0184,1,24.09,0.087,21.99
O002336,P0166,3,23.97,0.011,71.12
O002336,P0053,1,30.89,0.077,28.51
O002336,P0134,1,38.31,0.0,38.31
O002337,P0044,1,10.28,0.0,10.28
O002338,P0176,1,23.22,0.0,23.22
O002339,P0078,1,21.0,0.032,20.33
O002339,P0197,1,14.06,0.028,13.67
O002339,P0204,1,21.03,0.059,19.79
O002340,P0207,1,20.77,0.086,18.98
O002341,P0081,1,26.4,0.117,23.31
O002341,P0116,2,52.74,0.023,103.05
O002342,P0174,1,25.93,0.145,22.17
O002343,P0112,2,25.25,0.101,45.4
O002344,P0060,1,21.7,0.055,20.51
O002345,P0199,1,14.86,0.137,12.82
O002345,P0187,2,14.49,0.07,26.95
O002345,P0073,2,36.91,0.016,72.64
O002346,P0199,1,14.86,0.116,13.14
O002346,P0120,1,30.76,0.082,28.24
O002347,P0027,1,46.02,0.107,41.1
O002347,P0066,1,22.34,0.048,21.27
O002347,P0056,1,46.31,0.037,44.6
O002348,P0037,2,13.48,0.043,25.8
O002349,P0030,1,18.15,0.021,17.77
O002349,P0013,1,16.2,0.039,15.57
O002349,P0114,2,16.38,0.079,30.17
O002349,P0164,1,12.63,0.047,12.04
O002349,P0177,1,17.81,0.0,17.81
O002350,P0205,1,25.71,0.069,23.94
O002350,P0001,1,21.18,0.007,21.03
O002350,P0184,2,24.09,0.051,45.72
O002351,P0098,3,13.94,0.071,38.85
O002351,P0064,1,11.73,0.0,11.73
O002351,P0190,1,61.29,0.105,54.85
O002351,P0130,1,10.78,0.0,10.78
O002352,P0116,1,52.74,0.139,45.41
O002352,P0105,1,25.4,0.061,23.85
O002352,P0120,2,30.76,0.086,56.23
O002352,P0172,1,34.03,0.011,33.66
O002353,P0004,3,15.82,0.036,45.75
O002353,P0103,1,30.37,0.051,28.82
O002354,P0018,3,13.79,0.115,36.61
O002354,P0183,1,21.9,0.053,20.74
O002355,P0182,1,17.47,0.035,16.86
O002355,P0007,2,15.53,0.009,30.78
O002356,P0156,3,35.45,0.0,106.35
O002356,P0082,2,30.8,0.087,56.24
O002356,P0174,1,25.93,0.106,23.18
O002357,P0208,2,36.37,0.143,62.34
O002357,P0221,2,37.61,0.026,73.26
O002358,P0188,1,31.01,0.137,26.76
O002358,P0063,1,13.43,0.071,12.48
O002358,P0199,3,14.86,0.069,41.5
O002358,P0136,1,46.55,0.081,42.78
O002359,P0007,1,15.53,0.05,14.75
O002359,P0017,1,20.7,0.086,18.92
O002360,P0068,1,51.86,0.051,49.22
O002361,P0175,1,18.4,0.057,17.35
O002361,P0135,2,40.49,0.163,67.78
O002361,P0130,1,10.78,0.153,9.13
O002362,P0151,1,46.87,0.053,44.39
O002362,P0039,1,15.31,0.0,15.31
O002363,P0159,1,29.78,0.091,27.07
O002363,P0076,2,54.11,0.088,98.7
O002364,P0234,2,31.58,0.122,55.45
O002365,P0073,2,36.91,0.0,73.82
O002365,P0068,1,51.86,0.105,46.41
O002365,P0222,1,24.29,0.072,22.54
O002365,P0183,2,21.9,0.01,43.36
O002366,P0069,1,12.19,0.007,12.1
O002366,P0039,1,15.31,0.108,13.66
O002366,P0023,1,20.16,0.072,18.71
O002367,P0245,1,33.56,0.072,31.14
O002367,P0232,1,21.79,0.12,19.18
O002368,P0249,2,38.52,0.111,68.49
O002368,P0122,1,15.12,0.05,14.36
O002369,P0161,1,32.93,0.019,32.3
O002369,P0221,1,37.61,0.059,35.39
O002369,P0083,1,37.31,0.043,35.71
O002369,P0206,1,14.28,0.149,12.15
O002370,P0106,3,13.44,0.041,38.67
O002370,P0111,1,11.07,0.073,10.26
O002370,P0142,1,10.1,0.0,10.1
O002371,P0023,1,20.16,0.037,19.41
O002371,P0079,1,47.31,0.079,43.57
